Date,close,ema20,ema50,regime
2023-06-09,18563.400390625,18450.245580568328,18169.287913201304,BULLISH
2023-06-12,18601.5,18464.650763371345,18186.237406801254,BULLISH
2023-06-13,18716.150390625,18488.603108824074,18207.018308127677,BULLISH
2023-06-14,18755.900390625,18514.059992805116,18228.543095676592,BULLISH
2023-06-15,18688.099609375,18530.6351943832,18246.564919743196,BULLISH
2023-06-16,18826.0,18558.765175870518,18269.287864066995,BULLISH
2023-06-19,18755.44921875,18577.496989478088,18288.353015231034,BULLISH
2023-06-20,18816.69921875,18600.27815417065,18309.072474192562,BULLISH
2023-06-21,18856.849609375,18624.713530856778,18330.553930474227,BULLISH
2023-06-22,18771.25,18638.669385060894,18347.83612927916,BULLISH
2023-06-23,18665.5,18641.224681721764,18360.293535974095,BULLISH
2023-06-26,18691.19921875,18645.984161438737,18373.27022941629,BULLISH
2023-06-27,18817.400390625,18662.309516599333,18390.687098483297,BULLISH
2023-06-28,18972.099609375,18691.813334958922,18413.487589106502,BULLISH
2023-06-30,19189.05078125,18739.16928222474,18443.90183193566,BULLISH
2023-07-03,19322.55078125,18794.729424989047,18478.358653477397,BULLISH
2023-07-04,19389.0,18851.326622609136,18514.070078831228,BULLISH
2023-07-05,19398.5,18903.438372836838,18548.75360515157,BULLISH
2023-07-06,19497.30078125,18959.996697447616,18585.95153362602,BULLISH
2023-07-07,19331.80078125,18995.4066101907,18615.200523728923,BULLISH
2023-07-10,19355.900390625,19029.739351184442,18644.24757733269,BULLISH
2023-07-11,19439.400390625,19068.754688274017,18675.430040599054,BULLISH
2023-07-12,19384.30078125,19098.806697128875,18703.2288931736,BULLISH
2023-07-13,19413.75,19128.80129740232,18731.092465990325,BULLISH
2023-07-14,19564.5,19170.29641193543,18763.77511438286,BULLISH
2023-07-17,19711.44921875,19221.834774489198,18800.9388047502,BULLISH
2023-07-18,19749.25,19272.06479596642,18838.127479073722,BULLISH
2023-07-19,19833.150390625,19325.501519267236,18877.14798540907,BULLISH
2023-07-20,19979.150390625,19387.75379272988,18920.363766005772,BULLISH
2023-07-21,19745.0,19421.77724104132,18952.702441848684,BULLISH
2023-07-24,19672.349609375,19445.64127612072,18980.92389939874,BULLISH
2023-07-25,19680.599609375,19468.018260240176,19008.36216253506,BULLISH
2023-07-26,19778.30078125,19497.56897652683,19038.555833857215,BULLISH
2023-07-27,19659.900390625,19513.029111202846,19062.922287063797,BULLISH
2023-07-28,19646.05078125,19525.697841683526,19085.79007114953,BULLISH
2023-07-31,19753.80078125,19547.421931166045,19111.986569584846,BULLISH
2023-08-01,19733.55078125,19565.1484883169,19136.36163670897,BULLISH
2023-08-02,19526.55078125,19561.47251621529,19151.663171789012,CAUTION
2023-08-03,19381.650390625,19544.346599492404,19160.68227841003,CAUTION
2023-08-04,19517.0,19541.74216144551,19174.65552239395,CAUTION
2023-08-07,19597.30078125,19547.033458569746,19191.22984627066,BULLISH
2023-08-08,19570.849609375,19549.301663408343,19206.116895804167,BULLISH
2023-08-09,19632.55078125,19557.230150821833,19222.83979327263,BULLISH
2023-08-10,19543.099609375,19555.88438496975,19235.39900174723,CAUTION
2023-08-11,19428.30078125,19543.73356556787,19242.96377741401,CAUTION
2023-08-14,19434.55078125,19533.335205156643,19250.476993250715,CAUTION
2023-08-16,19465.0,19526.82709037982,19258.88966018206,CAUTION
2023-08-17,19365.25,19511.43879605793,19263.06065390041,CAUTION
2023-08-18,19310.150390625,19492.268471730986,19264.907310242554,CAUTION
2023-08-21,19393.599609375,19482.87143722089,19269.954067071278,CAUTION
2023-08-22,19396.44921875,19474.640749747472,19274.91466125476,CAUTION
2023-08-23,19444.0,19471.722583104856,19281.545458852615,CAUTION
2023-08-24,19386.69921875,19463.625119832966,19285.669135711334,CAUTION
2023-08-25,19265.80078125,19444.78470663459,19284.88998455599,CAUTION
2023-08-28,19306.05078125,19431.571951836057,19285.719819720463,CAUTION
2023-08-29,19342.650390625,19423.103231720717,19287.952391128485,CAUTION
2023-08-30,19347.44921875,19415.898087628266,19290.28560005482,CAUTION
2023-08-31,19253.80078125,19400.460248925574,19288.854822846788,CAUTION
2023-09-01,19435.30078125,19403.778394861234,19294.5978016077,BULLISH
2023-09-04,19528.80078125,19415.685288803023,19303.782232181908,BULLISH
2023-09-05,19574.900390625,19430.848631833687,19314.414316826733,BULLISH
2023-09-06,19611.05078125,19448.010741301907,19326.047119353134,BULLISH
2023-09-07,19727.05078125,19474.585983201723,19341.772753153014,BULLISH
2023-09-08,19819.94921875,19507.477719920607,19360.52477141172,BULLISH
2023-09-11,19996.349609375,19554.036947487693,19385.45907878283,BULLISH
2023-09-12,19993.19921875,19595.86192570315,19409.29202544821,BULLISH
2023-09-13,20070.0,19641.017932779043,19435.2021420973,BULLISH
2023-09-14,20103.099609375,19685.02571150247,19461.394199637605,BULLISH
2023-09-15,20192.349609375,19733.342273204617,19490.059117666526,BULLISH
2023-09-18,20133.30078125,19771.43355968513,19515.28428094431,BULLISH
2023-09-20,19901.400390625,19783.811353107976,19530.426089167082,BULLISH
2023-09-21,19742.349609375,19779.862615609596,19538.736815449745,CAUTION
2023-09-22,19674.25,19769.804271265824,19544.05105798113,CAUTION
2023-09-25,19674.55078125,19760.732510311936,19549.168694187756,CAUTION
2023-09-26,19664.69921875,19751.58648254413,19553.69930299412,CAUTION
2023-09-27,19716.44921875,19748.2400764685,19560.081652631605,CAUTION
2023-09-28,19523.55078125,19726.8410959715,19558.64906944017,CAUTION
2023-09-29,19638.30078125,19718.40868504564,19561.77266598173,CAUTION
2023-10-03,19528.75,19700.34595313653,19560.477659472643,CAUTION
2023-10-04,19436.099609375,19675.179634683052,19555.60008888058,CAUTION
2023-10-05,19545.75,19662.853002808475,19555.213810885263,CAUTION
2023-10-06,19653.5,19661.96224063624,19559.068171242703,CAUTION
2023-10-09,19512.349609375,19647.71341861136,19557.236070777304,CAUTION
2023-10-10,19689.849609375,19651.726389160278,19562.436601702702,BULLISH
2023-10-11,19811.349609375,19666.928600609303,19572.197896121223,BULLISH
2023-10-12,19794.0,19679.030638646513,19580.89601784196,BULLISH
2023-10-13,19751.05078125,19685.889699846844,19587.568753661883,BULLISH
2023-10-16,19731.75,19690.257347480478,19593.222920184948,BULLISH
2023-10-17,19811.5,19701.80426676805,19601.78280566789,BULLISH
2023-10-18,19671.099609375,19698.880013682996,19604.50111169562,CAUTION
2023-10-19,19624.69921875,19691.81517607033,19605.293194325204,CAUTION
2023-10-20,19542.650390625,19677.609006027917,19602.83661378794,CAUTION
2023-10-23,19281.75,19639.90814831097,19590.244981874686,CAUTION
2023-10-25,19122.150390625,19590.59788567421,19571.888331237446,CAUTION
2023-10-26,18857.25,19520.755229895716,19543.8632986399,BEARISH
2023-10-27,19047.25,19475.65949371517,19524.38826732069,BEARISH
2023-10-30,19140.900390625,19443.77767437325,19509.349527058115,BEARISH
2023-10-31,19079.599609375,19409.09404913532,19492.49658910976,BEARISH
2023-11-01,18989.150390625,19369.099414991484,19472.757522502514,BEARISH
2023-11-02,19133.25,19346.63756594468,19459.443502012222,BEARISH
2023-11-03,19230.599609375,19335.58633198566,19450.469231712723,BEARISH
2023-11-06,19411.75,19342.840014653695,19448.95083046909,CAUTION
2023-11-07,19406.69921875,19348.921843615248,19447.29390451932,CAUTION
2023-11-08,19443.5,19357.929287080464,19447.145123949933,CAUTION
2023-11-09,19395.30078125,19361.488477001374,19445.112012471505,CAUTION
